title,url,content,source
[新聞] 警示帳戶解除不須等不起訴書　遭詐騙惡意,https://www.ptt.cc/bbs/Bunco/M.1779964190.A.82A.html,"警示帳戶解除不須等不起訴書　遭詐騙惡意盜用可申請撤銷
https://www.cna.com.tw/news/asoc/202605270212.aspx
首頁 / 社會
警示帳戶解除不須等不起訴書　遭詐騙惡意盜用可申請撤銷
2026/5/27 15:12（5/27 18:42 更新）
示意圖。（中央社檔案照片）
（中央社記者黃麗芸台北27日電）媒體報導有民眾的帳戶因多25筆小額匯款，報警卻成警
示戶而卡死生活開銷。對此，刑事局今天表示，若符合遭詐團惡意報復等特殊要件者，可
檢具佐證文件向警方申請撤銷警示。

警政署刑事局下午透過新聞稿表示，關於近日媒體報導有民眾遭不明人士惡意發動多筆小
額匯款，導致其名下金融帳戶遭通報為警示並影響日常生活開銷，且提及「只能等到取得
不起訴處分書才可解除警示戶身分」等說法，部分內容實為誤解。

刑事局澄清說，為兼顧善意民眾的生活權益，現行警示帳戶救濟機制相當彈性，除不起訴
處分書等「司法判決確定」的解除要件外，若符合一般商業交易糾紛、三方詐騙案件、遭
詐騙集團惡意報復（如遭小額匯款騷擾）、存款帳戶遭盜（冒）用、行政程序或資料登錄
錯誤等特殊要件者。民眾",ptt
[資訊] AI讓商業電郵詐騙難辨識 企業如何應對,https://www.ptt.cc/bbs/Bunco/M.1779497459.A.542.html,"AI讓商業電郵詐騙難辨識 企業如何應對
https://www.epochtimes.com/b5/26/5/22/n14772628.htm
【大紀元2026年05月23日訊】

作者：Adam H. Douglas／張純之編譯

聯邦調查局（FBI）的報告指出，2025年網絡犯罪造成的損失超過200億美元，而商業電子
郵件詐騙（Business Email Compromise，BEC）是第二大攻擊方式，小型企業是其主要詐
騙目標。

BEC是一種定向詐騙手法，犯罪分子會冒充可信聯絡人，例如供應商、會計師，甚至公司
CEO，要求企業進行電匯、支付發票或更改銀行帳戶資訊，以此來竊取企業的資金。

而AI使這類攻擊更難被識破，因為它能生成高度個人化的郵件，模仿真實寫作風格與既有
商業關係，使企業難以辨識欺詐。

等到您意識到出問題時，匯出的錢通常已經消失。電匯資金一旦離開美國國內銀行系統，
幾乎無法追回。不過，有5項零成本的驗證步驟，可以幫助企業大幅降低風險。

與通常的釣魚詐騙有何不同
BEC並不是典型的釣魚郵件。通常不會出現可疑鏈接、不會拼錯銀行名稱，也不會有「中
了樂透」之類內容",ptt
[新聞] 今年84％詐騙案都Meta平台！打詐中心4方,https://www.ptt.cc/bbs/Bunco/M.1779496262.A.FBC.html,"今年84％詐騙案都Meta平台！打詐中心4方向防堵

Facebook、Threads不改演算法就「按人頭」重罰
https://reurl.cc/epoVnM
詐騙案件層出不窮，政府加強打詐，需要社群平台業者配合，行政院打擊詐欺指揮中心5
月20日點名Meta所屬社群平台詐騙內容氾濫，占從今年開始至4月底的詐騙案件數8成4。

打詐中心要求Meta立即主動修改演算法與偵測系統，若持續消極以對，將進行《詐欺犯罪
危害防制條例》再修正，提出相對應管制措施及罰則。



打詐中心指出，據刑事局統計，從今年1月1日至4月30日止，Meta所屬社群平台涉及詐騙
案件數為1萬4073件，案件占比為84.31％，總財損金額為13億6178萬1574元，財損占比為
86.2％。



此外，根據數發部「網路詐騙通報查詢網」最新資料顯示，過去7日的通報疑似詐騙訊息
數，有高達44827則的媒介是Facebook、6556則是Threads，皆為Meta平台所屬，合計占總
數約94.9%；再再顯示，Meta所屬社群平台仍是詐騙集團主要詐騙渠道。





▲數位發展部「網路詐騙通報查詢網」統計，近7日來",ptt
[新聞] 「假退稅通知」要填信用卡即是詐騙,https://www.ptt.cc/bbs/Bunco/M.1779429072.A.72A.html,"「假退稅通知」竟可退3萬　要填寫信用卡資料是詐騙
https://news.cts.com.tw/cts/life/202605/202605223034537.html
報稅退稅，千萬不要被騙！有民眾最近收到假冒財政部的退稅郵件，說民眾可領取3萬元
退稅，要求他填寫信用卡號等個資。

台灣事實查核中心提醒，這是典型的詐騙手法，強調國稅局不會透過簡訊或電子郵件主動
聯繫退稅，更不會要求民眾點擊連結或提供信用卡資料。真正的退稅，會在7月份,直接匯
入你的帳戶，你只會收到完成退稅的簡訊，不會要你填任何資料喔。

--
Mr.
Raindrop, falling away from
me now.
/
/
∕︵︵︵︵︵︵︵﹨
Mr. Raindrop, falling away form me now.
/
/
◢██◣
∥
/     /
Do you know how much you mean to me, why must you leave?
⊙
⊙
∥
I'm just a flower on a tree, why must you leave?
◢
▆
/
/
Mr.
Rai",ptt
[資訊] 發票中獎詐騙郵件頻傳，別點擊信中假連結,https://www.ptt.cc/bbs/Bunco/M.1779427842.A.E21.html,"剛剛同事收到了，還笑問我「這麼早就開始對發票了嗎？」

建議大家先看它寄件人，通常寄件人就很好分辨了。
--

發票中獎詐騙郵件頻傳，民眾千萬別點擊假連結！
財政部臺北國稅局表示，近日常有不法人士以財政部電子發票整合服務平台或知名購物平
台業者等名義，寄送電子郵件通知民眾雲端發票中獎，並偽造官方網站連結，誘騙民眾點
擊、輸入信用卡卡號等個人敏感資料，致民眾信用卡遭盜刷。

該局說明，中獎發票領獎無須提供信用卡資料，民眾收到類此電子郵件時，請務必確認寄
件者是否為財政部電子發票整合服務平台電子信箱（einvoice@einvoice.nat.gov.tw）或
購物平台業者之官方信箱，未確認正確官方網站前，請勿點擊信件中網址連結，也不要隨
意輸入信用卡卡號等金融資訊，避免遭詐。

該局舉例說明，民眾甲君收到1封主旨為「【○○購物網】雲端發票中獎通知」的電子郵
件，信件內附有網址連結，甲君不疑有他便點擊連結後進入網站，依網站指示輸入身分證
字號、信用卡卡號及有效日期等金融資訊進行身分核對，隨後網頁跳出「發送驗證碼以確
認帳戶」提示，並收到驗證碼簡訊，於網頁輸入驗證碼完成後，收到銀行通知刷卡交",ptt
[新聞] 又有詐騙！3C達人差點中招　非本人登入,https://www.ptt.cc/bbs/Bunco/M.1778813384.A.EC0.html,"又有最近詐騙！3C達人差點中招　「不是我本人登入」超逼真
https://www.ettoday.net/news/20260515/3166263.htm
記者劉維榛／綜合報導

又有最新詐騙！3C科技YouTuber Tim哥透露，收到一封假冒Facebook官方的通知信，內容
聲稱帳號出現異常登入，讓他差點點進去。對此，Tim哥提醒，收到這類信件千萬別急著
點按鈕，務必確認寄件網址，並直接登入自己的Facebook檢查帳號狀態，同時開啟雙重認
證保護帳號安全。

Tim哥在臉書粉專指出，他收到一封看似Facebook官方寄來的通知信，內容提到帳號疑似
有異常登入紀錄，還出現「不是我本人」等警告字眼，讓他當場超緊張，差點直接按下信
中的按鈕處理。

不過Tim哥冷靜後，決定先自行打開Facebook檢查登入紀錄，結果發現帳號根本沒有異常
。他隨後仔細查看信件寄件者，才發現寄件網址根本不是Facebook或Meta官方網域，這才
驚覺是一封釣魚詐騙信件。

Tim哥指出，這類詐騙最可怕的地方，就是故意利用使用者看到警告後的慌張心理，誘導
大家立刻點擊按鈕。一旦真的點進去，頁面就會要求",ptt
[新聞] 假寄鞋真寄卡 男子險淪詐騙人頭戶,https://www.ptt.cc/bbs/Bunco/M.1778568846.A.071.html,"假寄鞋真寄卡 男子險淪詐騙人頭戶
https://reurl.cc/2avldm
[NOWNEWS今日新聞] 臺中市一名男子深夜準備寄送包裹，聲稱寄的是「鞋子」，卻被巡邏
員警一句話當場拆穿。原來鞋子只是掩護，裡面竟藏有提款卡與密碼，幸好遇到雞婆員警
主動提醒查問，才成功阻止男子成為詐騙集團的人頭帳戶。

臺中市政府警察局第六分局西屯派出所警員陳鐸元、劉宥佐，於日前執行巡邏勤務，行經
轄內一處寄貨站時，發現一名男子正在店內準備寄送包裹便主動上前關心。員警起先詢問
寄送物品內容，男子一開始表示只是寄送「鞋子」，但員警憑藉過去處理詐騙案件的經驗
，隨口提醒：「確定是鞋子嗎？不是寄提款卡吧？很多詐騙都叫人把卡藏在包裹裡寄出去
。」沒想到這句話竟讓男子當場愣住，神情明顯慌亂，才坦承自己其實就是要寄送提款卡
。

員警隨即查看包裹內容，發現包裹內確實放有一雙鞋子，但鞋內藏有一張提款卡，且以紅
包袋包裝，紅包袋上更是寫有銀行帳號及密碼，經了解，該名梁姓男子（20歲）表示，因
想申請貸款，才會遭不明人士以話術誆稱需先寄送提款卡提供「審核」，待審核通過後，
貸款金額才會撥入指定帳戶，而梁男信以為真，才",ptt
[新聞] 網傳「漢坦病毒防疫國家隊」？疾署斥詐騙,https://www.ptt.cc/bbs/Bunco/M.1778568700.A.D82.html,"網傳「成立漢坦病毒防疫國家隊」？疾管署急闢謠：典型詐騙
https://newtalk.tw/news/view/2026-05-12/1034675
近期網路流傳政府成立「漢坦病毒防疫國家隊」並研發疫苗快篩，藉此炒作概念股的訊息
。疾病管制署今(12)日表示，此為冒用政府機關名義的典型投資詐騙，已通報相關單位迅
速下架貼文。疾管署強調，政府並無相關計畫，籲請民眾切勿輕信「內線消息」以免受騙
。

疾管署說明，近日在各大網路平台上，頻繁流傳所謂「漢坦病毒防疫國家隊」的不實訊息
與圖卡。這些內容妄稱政府即將啟動疫苗與快篩試劑的研發計畫，並藉機影射特定的相關
概念股將會受惠上漲。不僅如此，詐騙集團更惡意冒用衛生福利部以及國家衛生研究院的
名稱與Logo，企圖以假亂真，這些全部都是未經授權的不實資訊。

現正最夯：台中三級古蹟萬和宮遭蓄意 男子控推倒供桌、神尊落地被逮

疾管署指出，針對這類詐騙手法，相關貼文刻意使用「內線消息」、「概念股」等金融市
場常見的誘惑性話術，藉此誘導不知情的民眾透過私訊詢問投資標的，或是加入不明的投
資群組，這是一套非常典型的投資詐騙模式。疾管署在5月10日到5月",ptt
Re: [新聞] 銀行員神救援！替民眾擋下1694萬詐騙,https://www.ptt.cc/bbs/Bunco/M.1777354796.A.642.html,"※ 引述《petestar》之銘言
: 銀行員神救援！替民眾擋下1694萬詐騙款
:
https://today.line.me/tw/v3/article/MLj1e5Q
: 宜蘭縣今年7-8月，就有 49件詐騙案被銀行員神救援擋下，總金額高達 1694萬4674元！
: 詐騙手法排行榜：1 假投資 20件2 假交友 10件3 猜猜我是誰 9件4 假
: 網路購物 9件5 假冒公務機關 1件 其中一個案例是：詐騙集團假裝在網路賣東西，
: 要求買家去銀行設定轉帳。
: 遇到可疑狀況，馬上撥打 165反詐騙專線 或 110報案！保護荷包，記得冷靜查證再匯款
: ！
: ★立即關注《宜蘭新聞網》Line官網！宜蘭在地新聞訊息不漏接！★
: 銀行員神救援！替民眾擋下1694萬詐騙款
: 銀行員神救援！替民眾擋下1694萬詐騙款
: 銀行員神救援！替民眾擋下1694萬詐騙款
: 銀行員神救援！替民眾擋下1694萬詐騙款
: --
: Mr. Raindrop, falling away from me now.     /       /      ∕︵︵︵︵︵︵︵﹨
: Mr. Raind",ptt
[新聞] 從「話術」到「技術」！詐騙園區升級技術偷錢MaaS工具恐攻21,https://www.ptt.cc/bbs/Bunco/M.1777223060.A.4DC.html,"從「話術」到「技術」！詐騙園區升級技術偷錢MaaS工具恐攻21國

國際中心陳貞妤／綜合報導
2026-04-25 10:55:56

柬埔寨詐騙園區再被點名，這次已從「話術騙錢」升級成「技術偷錢」。網路安全研究指
出，西哈努克市K99凱旋城疑成「惡意軟體即服務」（MaaS）操作據點，詐騙分子即使不
懂高階駭客技術，也能靠外包式工具散布假網站、植入木馬，進一步竊取銀行帳戶、個資
，甚至生物辨識資料，讓東南亞詐騙產業鏈更加自動化、全球化。

美國網路安全公司Infoblox與越南非營利反詐組織Chong Lua Dao日前發布調查，追查到
一款Android銀行木馬，可能由多個詐騙據點操作，其中包括柬埔寨西哈努克市K99
Triumph City園區。研究團隊指出，這套平台會大量註冊仿冒網域，偽裝成銀行、政府機
關、稅務、社福或投資服務網站，誘使受害者下載惡意App。

傳統詐騙集團過去若要發動木馬攻擊，通常得依賴專業駭客協助；MaaS模式出現後，技術
門檻被大幅壓低。開發者負責寫程式、更新系統與維護後台，第一線詐騙人員只要購買網
域、發送連結，再引導受害者點入假網站，就能取得遠端控制手",ptt
